"Year","Team","Runs","OppRuns","AtBat","Hits","Doubles","Triples","HomeRuns","RBI","SacHits","SacFlies","HitByPitch","Walks","Intentional","StrikeOuts","Stolen","Caught","GroundDP","CatchInter","LOB","NumPitchers","IndivER","TeamER","Wild","Balks","PutOut","Assists","Errors","PassBalls","DBPLays","TriPlays","OppAtBat","OppHits","OppDoubles","OppTriples","OppHomeRuns","OppRBI","OppSacHits","OppSacFlies","OppHitByPitch","OppWalks","OppIntentional","OppStrikeOuts","OppStolen","OppCaught","OppGroundDP","OppCatchInter","OppLOB","OppNumPitchers","OppIndivER","OppTeamER","OppWild","OppBalks","OppPutOut","OppAssists","OppErrors","OppPassBalls","OppDBPLays","OppTriPlays","Attendance","Wins","Losses"
"2003","CLE",699,778,5572,1413,296,26,158,660,46,41,62,466,25,1062,86,61,128,1,1068,590,682,682,49,7,4378,1782,126,11,178,0,5592,1477,306,31,179,736,51,46,64,501,37,943,84,43,149,0,1098,573,635,632,47,6,4421,1720,114,11,162,0,1727001,68,94
"2003","COL",853,892,5518,1472,330,31,198,814,55,38,52,619,46,1134,63,37,140,1,1156,662,826,821,48,8,4260,1784,116,11,165,1,5621,1629,325,44,200,851,54,53,84,552,51,866,73,42,141,0,1212,642,785,785,64,3,4274,1696,116,14,166,0,2334175,74,88
"2003","DET",591,928,5466,1312,201,39,153,553,65,49,47,443,24,1099,98,63,114,1,1047,613,850,847,52,5,4316,1813,138,11,194,0,5656,1616,308,48,195,882,47,60,56,557,35,764,128,54,163,0,1132,534,540,540,50,5,4433,1721,102,6,135,0,1368245,43,119
"2003","FLO",751,692,5490,1459,292,44,157,709,82,41,57,515,44,978,150,74,114,1,1114,557,649,648,51,11,4336,1589,78,11,162,0,5481,1415,300,37,128,671,60,53,40,530,40,1132,70,25,139,1,1137,606,689,687,75,7,4321,1842,113,15,132,0,1303214,91,71
"2003","HOU",805,677,5583,1466,308,30,191,763,61,38,81,557,44,1021,66,30,125,0,1185,664,623,622,40,4,4350,1709,95,4,149,0,5435,1350,262,31,161,643,66,36,74,565,53,1139,86,48,126,0,1149,612,755,752,55,6,4330,1671,109,15,141,0,2455241,87,75
"2003","KCA",836,867,5568,1526,288,39,162,781,63,57,75,476,32,926,120,42,128,0,1096,569,809,808,60,9,4316,1705,108,8,144,0,5633,1569,329,34,190,833,36,65,66,566,33,865,95,42,119,0,1183,582,773,770,60,10,4307,1696,130,14,162,0,1779895,83,79
"2003","LAN",574,556,5458,1328,260,25,124,544,71,28,72,407,43,985,80,36,121,0,1108,600,511,511,50,5,4373,1810,118,8,164,0,5354,1254,205,27,127,518,62,19,40,526,35,1289,117,75,137,0,1072,582,511,511,40,5,4354,1774,112,4,142,0,3138696,85,77
"2003","MIL",714,873,5548,1423,266,24,196,685,62,40,71,547,41,1221,99,39,158,2,1155,622,811,810,57,8,4356,1617,114,14,142,0,5707,1590,304,43,219,827,69,47,61,575,43,1034,100,37,121,0,1230,629,671,670,42,6,4401,1745,107,8,182,0,1700354,68,94
"2003","MIN",801,758,5655,1567,318,45,155,755,42,52,63,512,36,1027,94,44,139,0,1166,561,716,716,62,9,4386,1480,87,10,115,0,5699,1526,302,24,187,719,54,41,50,402,35,997,70,27,93,0,1102,566,739,738,62,7,4357,1781,119,16,168,0,1946011,90,72
"2003","MON",711,716,5437,1404,294,25,144,682,72,40,45,522,58,990,100,39,143,0,1102,599,641,640,71,4,4313,1731,102,11,152,0,5556,1467,292,24,181,676,46,35,71,463,51,1028,40,38,119,0,1142,583,659,657,47,7,4303,1868,106,4,165,0,1025639,83,79
"2003","NYA",877,716,5605,1518,304,14,230,845,25,35,81,684,54,1042,98,33,154,1,1239,530,655,653,33,0,4386,1578,114,13,126,0,5700,1512,323,25,145,683,37,48,49,375,36,1119,92,37,104,0,1107,600,817,816,61,6,4315,1644,101,9,176,0,3460600,102,61
"2003","NYN",642,754,5341,1317,262,24,124,607,78,45,54,489,42,1035,70,31,136,0,1086,573,706,704,45,7,4240,1655,118,5,158,0,5475,1497,317,41,168,729,63,43,45,576,71,907,98,52,127,2,1210,558,580,579,51,5,4279,1726,112,5,161,0,2168832,66,95
"2003","OAK",768,643,5497,1398,317,24,176,742,22,53,59,556,52,898,48,14,118,2,1130,526,582,582,41,10,4325,1780,107,9,145,0,5441,1336,248,20,140,610,55,29,54,499,42,1018,91,43,128,0,1110,591,703,703,33,1,4291,1558,99,12,136,0,2216596,96,66
"2003","PHI",791,697,5543,1448,325,27,166,757,46,38,55,651,56,1155,72,29,120,0,1220,599,651,648,53,4,4331,1693,96,16,146,0,5474,1386,315,33,142,656,79,29,77,536,51,1060,112,24,138,0,1167,644,731,731,57,6,4322,1574,81,19,147,0,2259948,86,76
"2003","PIT",753,801,5581,1492,275,45,163,711,79,38,87,529,42,1049,86,37,112,1,1214,619,746,744,50,2,4333,1842,122,10,159,0,5605,1527,301,27,178,767,81,44,61,502,58,926,69,26,140,0,1159,653,682,679,54,2,4348,1693,109,9,140,0,1636751,75,87
"2003","SDN",678,831,5531,1442,257,32,128,641,50,42,57,565,34,1073,76,39,142,1,1219,635,775,775,64,3,4294,1633,102,15,141,0,5522,1458,259,37,208,801,54,53,62,611,52,1091,95,25,112,1,1178,652,630,630,58,7,4349,1713,94,9,170,0,2030084,64,98
"2003","SEA",795,637,5561,1509,290,33,139,759,35,46,53,586,34,989,108,37,130,0,1202,528,602,602,35,4,4323,1450,65,12,159,0,5427,1340,220,14,173,607,35,43,54,466,24,1001,62,32,131,0,1065,552,736,736,41,4,4284,1642,96,13,150,0,3267509,93,69
"2003","SFN",755,638,5456,1440,281,29,180,713,76,39,40,593,79,980,53,37,130,0,1188,622,595,595,68,8,4312,1673,80,8,163,0,5387,1349,259,31,136,612,61,53,43,546,34,1006,67,29,137,0,1140,586,706,703,54,8,4261,1645,105,11,149,0,3264898,100,61
"2003","SLN",876,796,5672,1580,342,32,196,827,87,54,73,580,68,952,82,32,136,0,1217,622,751,749,53,1,4391,1642,77,7,139,0,5688,1544,335,30,210,763,68,45,65,508,36,969,55,24,114,1,1188,638,808,808,37,4,4373,1751,114,14,159,2,2910386,85,77
"2003","TBA",715,852,5654,1501,298,38,137,678,32,50,56,420,46,1030,142,42,108,0,1129,534,787,787,65,9,4310,1582,103,9,158,0,5502,1454,319,31,196,809,39,65,95,639,37,877,65,41,124,0,1178,563,657,657,47,4,4368,1677,111,8,134,0,1058695,63,99
"2003","TEX",826,969,5664,1506,274,36,239,799,24,42,75,488,31,1052,65,25,115,0,1141,656,906,903,51,8,4300,1702,94,11,169,0,5648,1625,351,37,208,914,41,56,63,603,45,1009,96,45,139,2,1144,583,762,762,46,4,4326,1478,106,14,137,0,2094394,71,91
"2003","TOR",894,826,5661,1580,357,33,190,853,11,56,90,546,40,1081,37,25,146,0,1175,605,748,748,56,2,4305,1741,117,10,162,0,5660,1560,300,42,184,786,29,38,57,485,46,984,126,32,141,1,1139,589,830,829,55,2,4295,1586,100,13,168,0,1799818,86,76
"2004","ANA",836,734,5675,1603,272,37,162,783,56,41,73,450,43,942,143,46,123,1,1133,505,692,692,61,7,4363,1511,90,11,126,0,5617,1476,298,23,170,706,35,47,44,502,27,1164,87,44,98,1,1149,586,765,762,35,8,4327,1759,114,9,156,1,3375677,92,70
"2004","ARI",615,899,5544,1401,295,38,135,582,56,37,35,441,38,1022,53,32,137,1,1108,633,795,794,71,8,4308,1716,139,18,144,0,5554,1480,289,40,197,828,74,47,75,668,79,1153,97,50,120,0,1211,584,574,574,60,6,4391,1738,77,5,152,0,2519560,51,111
"2004","ATL",803,668,5570,1503,304,37,178,767,75,48,59,587,51,1158,86,32,123,0,1230,645,604,603,36,6,4350,1791,116,10,171,1,5557,1475,250,17,154,632,69,42,27,523,50,1025,91,29,150,0,1200,632,752,752,48,2,4306,1658,97,10,137,0,2322565,96,66
"2004","BAL",842,830,5736,1614,319,18,169,803,46,62,57,528,34,949,101,41,126,2,1216,614,762,761,68,9,4366,1682,110,15,161,0,5634,1488,253,28,159,788,36,40,62,687,43,1090,82,39,137,0,1263,623,756,753,60,5,4373,1682,123,18,155,0,2744013,78,84
"2004","BOS",949,768,5720,1613,373,25,222,912,12,55,69,659,39,1189,68,30,123,0,1257,599,676,674,39,1,4354,1650,118,21,129,0,5600,1430,318,31,159,725,37,46,92,447,28,1132,123,31,107,0,1100,645,902,901,56,10,4309,1447,101,13,149,0,2837304,98,64
"2004","CHA",865,831,5534,1481,284,19,242,823,58,42,63,499,25,1030,78,51,119,1,1031,561,782,782,43,3,4297,1667,100,14,167,1,5527,1505,276,24,224,799,39,46,48,527,36,1013,90,48,137,2,1061,577,799,798,62,7,4301,1582,115,10,143,0,1930537,83,79
"2004","CHN",789,665,5628,1508,308,29,235,755,78,48,38,489,46,1080,66,28,120,0,1121,622,623,621,50,9,4396,1579,86,9,126,0,5517,1363,245,31,169,630,78,44,76,545,33,1346,108,39,104,2,1201,618,728,723,53,2,4371,1652,118,10,145,0,3170154,89,73
"2004","CIN",750,907,5518,1380,287,28,194,713,55,25,81,599,38,1335,77,25,125,0,1176,659,836,832,74,3,4331,1641,113,17,123,0,5694,1595,373,32,236,864,75,54,54,572,55,992,67,29,101,2,1213,651,704,697,44,4,4352,1604,86,9,149,0,2287250,76,86
"2004","CLE",858,857,5676,1565,345,29,184,820,47,42,78,606,41,1009,94,55,143,3,1197,641,785,784,43,6,4400,1676,106,15,152,0,5727,1553,338,28,201,820,39,43,62,579,47,1115,117,40,118,0,1193,622,794,794,46,19,4397,1686,126,18,174,0,1814401,80,82
"2004","COL",833,923,5577,1531,331,34,202,795,97,37,54,568,51,1181,44,33,132,0,1167,635,883,883,66,6,4306,1823,89,15,161,0,5629,1634,336,43,198,883,82,56,71,697,84,947,111,32,135,0,1306,628,763,761,63,2,4333,1735,109,12,158,0,2338069,68,94
"2004","DET",827,844,5623,1531,284,54,201,800,50,43,50,518,32,1144,86,50,110,1,1116,594,788,788,71,6,4319,1711,144,10,160,0,5617,1542,291,37,190,800,52,43,54,530,33,995,71,41,144,0,1133,573,768,768,42,3,4342,1571,94,20,129,0,1917004,72,90
"2004","FLO",718,700,5486,1447,275,32,148,677,77,40,58,499,37,968,96,43,142,0,1127,566,655,655,35,3,4317,1602,86,11,153,0,5454,1395,280,36,166,669,55,36,51,513,61,1116,118,38,123,1,1093,616,638,636,40,3,4315,1752,125,12,161,0,1723105,83,79
"2004","HOU",803,698,5468,1458,294,36,187,756,98,52,61,590,54,999,89,30,128,0,1175,655,650,650,45,3,4329,1620,101,4,137,1,5499,1416,283,35,174,659,74,35,68,525,61,1282,101,39,119,0,1174,598,733,730,52,5,4291,1640,97,13,147,0,3087872,92,70
"2004","KCA",720,905,5538,1432,261,29,150,675,40,38,76,461,28,1057,67,48,130,0,1099,571,815,813,60,10,4261,1635,131,17,169,0,5648,1638,361,33,208,862,38,57,56,518,49,887,84,35,143,3,1154,540,652,651,57,8,4334,1672,111,17,154,0,1661478,58,104
"2004","LAN",761,684,5542,1450,226,30,203,731,69,35,62,536,45,1092,102,41,121,0,1152,621,647,647,43,2,4360,1666,73,15,145,0,5453,1386,255,26,178,657,88,39,54,521,47,1066,96,40,129,0,1111,635,706,705,41,5,4331,1674,114,5,150,0,3488283,93,69
"2004","MIL",634,757,5483,1358,295,32,135,601,56,40,68,540,49,1312,138,40,120,8,1199,584,683,679,59,5,4326,1592,117,7,132,0,5567,1440,325,31,164,709,58,52,51,476,27,1098,89,29,109,0,1121,643,566,565,49,4,4362,1576,119,6,157,0,2062382,67,94
"2004","MIN",780,715,5623,1494,310,24,191,735,46,40,64,513,42,982,116,46,130,0,1110,597,663,661,45,1,4428,1659,101,6,158,0,5702,1523,247,23,167,681,46,35,54,431,27,1123,73,44,132,1,1126,575,728,728,62,3,4396,1778,102,10,156,0,1911490,92,70
"2004","MON",635,769,5474,1361,276,27,151,605,100,33,35,496,51,925,109,38,115,0,1123,624,696,696,43,2,4341,1699,99,7,172,0,5556,1477,284,29,191,730,54,36,79,582,78,1032,58,41,135,0,1197,599,579,578,31,8,4380,1788,100,6,139,0,748550,67,95
"2004","NYA",897,808,5527,1483,281,20,242,863,37,50,80,670,40,982,84,33,157,0,1190,598,752,752,57,4,4331,1570,99,13,148,0,5649,1532,304,28,182,768,28,57,60,445,32,1058,90,32,118,1,1101,600,830,828,46,3,4277,1658,117,16,178,0,3775292,101,61
"2004","NYN",684,731,5532,1376,289,20,185,658,69,34,61,512,54,1159,107,23,129,1,1142,636,660,658,30,8,4347,1745,137,12,144,0,5570,1452,288,24,156,688,77,44,49,592,70,977,100,39,122,1,1255,634,631,630,40,5,4383,1646,87,8,141,0,2318321,71,91
"2004","OAK",793,742,5728,1545,336,15,189,752,25,43,55,608,40,1061,47,22,142,0,1274,576,682,682,39,5,4414,1807,91,14,172,0,5604,1466,291,22,164,705,54,43,68,544,49,1034,74,49,145,0,1157,619,735,734,45,4,4392,1536,100,11,166,0,2201516,91,71
"2004","PHI",840,781,5643,1505,303,23,215,802,64,46,58,645,60,1133,100,27,123,0,1236,638,726,724,40,3,4388,1628,81,7,142,0,5627,1488,318,36,214,749,74,38,66,502,60,1070,103,26,119,1,1139,678,773,770,48,6,4380,1597,102,13,146,1,3250092,86,76
"2004","PIT",680,744,5483,1428,267,39,142,648,79,42,95,415,33,1066,63,40,117,1,1123,625,684,680,45,3,4284,1693,103,2,189,0,5429,1451,295,34,149,712,80,48,63,576,64,1079,72,38,160,1,1169,603,635,633,40,3,4312,1759,92,11,138,0,1583031,72,89
"2004","SDN",768,705,5573,1521,304,32,139,722,52,66,56,566,45,910,52,25,128,0,1235,599,645,645,27,2,4323,1602,108,9,146,0,5550,1460,308,36,184,680,73,41,48,422,39,1079,69,25,125,1,1107,633,693,693,54,5,4310,1729,111,11,159,1,3016752,87,75
"2004","SEA",698,823,5722,1544,276,20,136,658,46,48,54,492,49,1058,110,42,131,0,1241,576,772,772,45,7,4378,1473,103,11,140,0,5650,1498,317,20,212,784,43,48,72,575,32,1036,64,38,117,1,1188,590,639,639,45,5,4423,1774,106,12,158,0,2940731,63,99
"2004","SFN",850,770,5546,1500,314,33,183,805,92,51,72,705,153,874,43,23,142,0,1289,683,703,695,52,2,4371,1738,101,11,153,0,5599,1481,310,47,161,745,74,53,47,548,35,1020,72,24,131,0,1180,634,782,782,47,2,4327,1755,101,12,168,0,3256854,91,71
"2004","SLN",855,659,5555,1544,319,24,214,817,73,70,51,548,64,1085,111,47,121,0,1156,631,605,605,42,4,4361,1833,97,9,154,0,5484,1378,285,19,169,635,76,37,67,440,24,1041,53,29,129,0,1084,625,783,781,51,3,4286,1607,115,13,145,0,3048427,105,57
"2004","TBA",714,842,5483,1416,278,46,145,685,35,56,55,469,33,944,132,42,97,0,1096,562,759,757,55,7,4251,1530,118,8,139,0,5506,1459,324,27,192,794,30,52,93,580,35,923,67,32,124,0,1168,552,663,663,52,9,4288,1620,96,15,130,0,1274911,70,91
"2004","TEX",860,794,5615,1492,323,34,227,825,23,57,61,500,41,1099,69,36,91,0,1098,630,727,724,34,11,4319,1603,117,16,152,0,5616,1536,284,30,182,761,51,48,81,547,29,979,71,39,133,2,1232,577,805,803,65,4,4298,1427,94,10,115,0,2513685,89,73
"2004","TOR",719,823,5531,1438,290,34,145,680,20,42,71,513,25,1083,58,31,139,1,1164,592,777,774,60,11,4263,1632,91,11,150,0,5517,1505,293,28,181,785,42,56,58,608,47,956,91,41,120,0,1195,582,651,651,44,4,4295,1672,116,10,160,0,1900041,67,94
"2005","ANA",761,643,5624,1520,278,30,147,726,43,39,29,447,51,848,161,57,125,4,1086,540,598,598,70,1,4393,1520,87,13,139,0,5593,1419,285,31,158,607,39,35,48,443,24,1126,68,42,114,0,1122,580,699,698,34,7,4339,1699,121,11,146,0,3404636,95,67
"2005","ARI",696,856,5550,1419,291,27,191,670,71,45,55,606,51,1094,67,26,132,0,1247,620,788,783,59,5,4369,1792,94,11,159,0,5679,1580,341,41,193,817,78,45,62,537,43,1038,78,28,141,1,1177,631,650,650,49,7,4384,1662,87,8,152,0,2059331,77,85
"2005","ATL",769,674,5486,1453,308,37,184,733,75,46,45,534,56,1084,92,32,146,0,1114,646,639,639,42,5,4331,1802,86,8,170,0,5545,1487,285,22,145,647,61,28,32,520,52,929,89,36,143,0,1181,609,724,724,46,5,4303,1651,101,12,168,0,2521534,90,72
"2005","BAL",729,800,5551,1492,296,27,189,700,40,42,54,447,31,902,83,37,145,0,1103,636,724,724,70,11,4283,1679,107,13,154,0,5539,1458,260,22,180,749,25,46,52,580,32,1052,115,34,126,0,1159,559,667,664,38,4,4302,1633,101,8,164,0,2624804,74,88
"2005","BOS",910,805,5626,1579,339,21,199,863,14,63,47,653,34,1044,45,12,135,0,1249,604,753,752,56,4,4287,1622,109,13,135,0,5621,1550,354,41,164,762,27,50,89,440,28,959,87,29,122,0,1135,620,832,827,56,3,4244,1492,107,13,158,0,2847798,95,67
"2005","CHA",741,645,5529,1450,253,23,200,713,53,49,79,435,27,1002,137,67,122,1,1032,574,592,592,65,9,4427,1670,94,9,167,0,5584,1392,278,23,167,609,45,35,52,459,42,1040,103,25,143,1,1104,559,696,692,40,5,4373,1722,90,7,151,0,2342834,99,63
"2005","CHN",703,714,5584,1506,323,23,194,674,69,37,50,419,49,920,65,39,131,2,1133,619,671,671,57,7,4320,1658,101,6,136,0,5435,1357,258,19,186,683,84,40,50,576,48,1256,90,40,118,0,1151,601,663,663,55,1,4325,1699,102,6,148,0,3100092,79,83
"2005","CIN",820,889,5565,1453,335,15,222,784,43,39,62,611,42,1303,72,23,116,1,1176,654,824,820,53,3,4299,1587,104,9,133,0,5711,1657,366,39,219,858,63,50,80,492,47,955,76,35,121,1,1209,683,768,768,56,6,4325,1570,87,16,135,0,1943166,73,90
"2005","CLE",790,642,5609,1522,337,30,207,760,39,50,54,503,33,1093,62,36,128,0,1148,571,582,582,26,4,4358,1646,106,6,156,0,5516,1363,269,15,157,610,36,41,41,413,20,1050,103,33,136,1,1048,588,728,720,51,10,4317,1622,103,6,146,0,2014220,93,69
"2005","COL",740,862,5542,1477,280,34,150,704,88,34,64,509,36,1103,65,32,125,1,1197,621,810,808,65,6,4256,1705,118,14,158,0,5575,1600,357,32,175,821,66,55,84,604,54,981,102,37,131,1,1267,632,675,675,53,5,4301,1660,123,4,142,0,1914389,67,95
"2005","DET",723,787,5602,1521,283,45,168,678,44,52,53,384,24,1038,66,28,137,1,1077,587,721,719,53,5,4307,1791,110,4,171,0,5528,1504,258,35,193,753,39,60,51,461,33,907,60,49,148,0,1045,542,663,663,51,6,4336,1693,93,9,161,0,2024505,71,91
"2005","FLO",717,732,5502,1499,306,32,128,678,82,50,67,512,61,918,96,38,144,1,1181,611,671,666,45,3,4327,1659,103,9,177,0,5486,1459,306,46,116,690,80,42,65,563,57,1125,118,38,153,0,1177,628,669,668,54,8,4316,1749,101,12,170,0,1852602,83,79
"2005","HOU",693,609,5462,1400,281,32,161,654,82,42,72,481,43,1037,115,44,116,0,1136,597,564,563,38,8,4329,1699,89,6,146,0,5430,1336,259,27,155,572,61,33,59,440,29,1164,53,31,122,0,1085,554,625,625,44,6,4310,1673,101,10,135,0,2804760,90,73
"2005","KCA",701,935,5503,1445,289,34,126,653,46,50,63,424,23,1008,53,33,139,0,1062,605,873,862,69,9,4240,1644,125,5,163,0,5632,1640,347,42,178,889,34,49,74,580,33,924,70,44,139,1,1195,553,636,633,64,9,4323,1634,104,9,166,0,1371181,56,106
"2005","LAN",685,755,5433,1374,284,21,149,653,57,33,67,541,30,1094,58,35,139,3,1135,620,695,695,36,6,4282,1727,106,9,141,0,5449,1434,291,33,182,724,90,39,64,471,34,1004,130,34,119,0,1076,615,631,629,45,7,4314,1639,98,9,165,0,3603680,71,91
"2005","MIL",726,697,5448,1413,327,19,175,689,66,38,73,531,55,1162,79,34,137,0,1120,557,636,635,66,8,4314,1482,118,8,139,0,5507,1382,300,30,169,661,54,33,45,569,52,1173,86,34,108,0,1197,634,680,676,50,6,4310,1628,83,1,165,0,2211023,81,81
"2005","MIN",688,662,5564,1441,269,32,134,644,42,42,59,485,49,978,102,44,155,0,1109,558,606,604,35,4,4393,1763,102,9,171,0,5590,1458,257,28,169,627,50,40,43,348,38,965,44,36,140,1,1017,592,636,636,48,9,4395,1937,115,3,187,0,2034243,83,79
"2005","NYA",886,789,5624,1552,259,16,229,847,28,43,73,637,41,989,84,27,125,1,1264,580,721,718,36,6,4292,1688,94,12,151,0,5558,1495,295,31,164,749,27,49,84,463,25,985,125,50,127,1,1101,631,800,797,49,10,4256,1670,120,9,147,0,4090440,95,67
"2005","NYN",722,648,5505,1421,279,32,175,683,69,38,48,486,49,1075,153,40,103,0,1122,554,602,599,32,4,4307,1658,106,5,146,0,5457,1390,277,21,135,624,83,34,56,491,43,1012,107,25,127,0,1166,588,667,667,47,6,4302,1621,117,9,127,0,2829930,83,79
"2005","OAK",772,658,5627,1476,310,20,155,739,19,40,52,537,22,819,31,22,148,0,1170,572,596,594,41,3,4351,1649,88,5,166,0,5446,1315,257,23,154,627,32,38,60,504,42,1075,109,25,137,0,1071,601,724,721,42,5,4333,1630,107,10,171,0,2108818,88,74
"2005","PHI",807,726,5542,1494,282,35,167,760,62,46,56,639,76,1083,116,27,107,0,1251,604,672,672,36,9,4305,1607,90,12,132,0,5453,1379,319,28,189,695,65,41,72,487,51,1159,82,26,111,1,1088,630,755,754,57,4,4287,1523,96,16,127,0,2665291,88,74
"2005","PIT",680,769,5573,1445,292,38,139,656,56,49,72,471,38,1092,73,30,130,0,1193,613,708,706,53,4,4308,1805,117,16,193,0,5462,1456,322,27,162,728,68,57,65,612,65,958,64,36,164,0,1187,600,613,612,37,3,4348,1718,112,4,149,0,1817245,67,95
"2005","SDN",684,726,5502,1416,269,39,130,655,72,48,49,600,41,977,99,44,122,0,1220,618,668,668,36,3,4366,1528,109,12,136,0,5612,1452,318,42,146,679,46,45,46,503,45,1133,94,25,116,1,1161,638,632,626,49,3,4367,1624,94,10,151,1,2869787,82,80
"2005","SEA",699,751,5507,1408,289,34,130,657,37,37,48,466,50,986,102,47,115,0,1076,595,711,711,36,4,4283,1575,86,15,144,0,5529,1483,267,22,179,729,37,51,57,496,32,892,89,43,119,2,1138,572,643,643,54,1,4320,1716,109,8,143,0,2724859,69,93
"2005","SFN",649,745,5462,1427,299,26,128,617,91,44,49,431,26,901,71,35,147,0,1093,673,698,695,38,3,4333,1629,90,5,146,0,5528,1456,288,40,151,722,67,50,42,592,42,972,78,54,118,1,1202,558,599,599,45,4,4335,1757,91,7,168,0,3181020,75,87
"2005","SLN",805,634,5538,1494,287,26,170,757,77,35,62,534,60,947,83,36,127,0,1152,598,560,560,41,5,4337,1951,100,12,196,1,5444,1399,267,21,153,598,61,37,60,443,27,974,32,33,181,2,1076,603,719,718,54,6,4289,1742,136,15,156,0,3542271,100,62
"2005","TBA",750,936,5552,1519,289,40,157,717,34,51,69,412,25,990,151,49,133,2,1065,563,853,851,53,5,4265,1445,124,13,139,0,5598,1570,315,41,194,888,47,59,64,615,41,949,68,45,101,1,1183,596,707,706,45,5,4305,1707,88,11,163,0,1141915,67,95
"2005","TEX",865,858,5716,1528,311,29,260,834,9,32,48,495,20,1112,67,15,123,1,1104,616,795,794,44,4,4320,1679,108,11,149,0,5699,1589,325,25,159,813,45,44,60,522,31,932,69,26,125,1,1193,636,804,803,60,1,4332,1456,86,14,145,0,2525259,79,83
"2005","TOR",775,705,5581,1480,307,39,136,735,21,56,89,486,18,955,72,35,126,0,1118,594,654,653,39,5,4341,1757,95,6,154,0,5579,1475,263,20,185,681,31,43,68,444,29,958,100,35,134,1,1120,584,713,711,42,4,4340,1696,101,11,163,0,2014995,80,82
"2005","WAS",639,673,5426,1367,311,32,117,615,91,45,89,491,55,1090,45,45,130,0,1137,632,627,627,49,8,4374,1548,92,7,156,0,5550,1456,279,21,140,636,79,46,72,539,77,997,76,41,124,0,1239,615,594,593,24,5,4366,1742,84,15,154,0,2730352,81,81
"2006","ANA",766,732,5609,1539,309,29,159,737,31,53,42,486,49,914,148,57,126,0,1121,542,652,652,85,3,4358,1545,124,8,154,0,5541,1410,300,23,158,682,40,43,50,471,27,1164,77,40,128,4,1059,584,718,716,52,4,4334,1740,85,11,153,0,3406790,89,73
"2006","ARI",773,788,5645,1506,331,38,160,743,61,53,67,504,47,965,76,30,136,0,1166,623,728,727,53,4,4379,1776,104,11,172,0,5634,1503,325,49,168,751,76,34,61,536,44,1115,90,45,139,0,1174,621,699,699,47,8,4391,1681,108,7,160,0,2091005,76,86
"2006","ATL",849,805,5583,1510,312,26,222,818,78,44,52,526,48,1169,52,35,131,1,1105,684,736,736,39,2,4324,1608,99,8,146,0,5600,1529,304,36,183,761,68,54,55,572,69,1049,101,30,131,1,1221,660,786,783,50,4,4330,1661,101,11,161,0,2549524,79,83
"2006","BAL",768,899,5610,1556,288,20,164,727,40,41,73,474,35,878,121,32,145,2,1177,634,844,843,59,4,4257,1608,101,15,156,0,5560,1579,286,28,216,856,45,61,48,613,26,1016,80,50,129,0,1171,620,703,703,59,6,4295,1731,105,15,169,0,2153150,70,92
"2006","BOS",820,825,5619,1510,327,16,192,777,22,56,66,672,56,1056,51,23,136,0,1301,616,773,773,52,3,4324,1663,66,24,174,0,5637,1570,348,28,181,793,31,46,68,509,25,1070,108,23,148,1,1143,651,771,771,62,6,4314,1477,95,12,153,0,2930768,86,76
"2006","CHA",868,794,5657,1586,291,20,236,839,44,57,58,502,33,1056,93,48,118,0,1125,560,743,743,51,1,4347,1654,90,13,145,2,5664,1534,296,31,200,772,29,48,58,433,59,1012,116,34,128,0,1091,634,819,816,50,5,4325,1606,105,8,146,0,2957414,90,72
"2006","CHN",716,834,5587,1496,271,46,166,677,84,37,43,395,24,928,121,49,135,1,1082,704,758,758,68,4,4317,1480,106,12,122,0,5484,1396,276,32,210,793,82,46,67,687,44,1250,118,39,95,0,1215,618,631,630,51,2,4349,1853,129,8,157,0,3123215,66,96
"2006","CIN",749,801,5515,1419,291,12,217,718,66,38,59,614,52,1192,124,33,122,4,1196,638,728,725,40,9,4337,1599,128,9,139,0,5671,1576,332,23,213,763,84,40,60,464,55,1053,50,35,111,0,1181,664,709,706,46,3,4351,1614,85,12,144,0,2134472,80,82
"2006","CLE",870,782,5619,1576,351,27,196,839,30,43,54,556,42,1204,55,23,127,1,1162,539,701,698,46,2,4270,1669,118,7,165,0,5618,1583,293,23,166,745,35,55,51,429,35,948,128,34,143,2,1138,617,815,815,55,5,4271,1486,86,17,156,0,1998070,78,84
"2006","COL",813,812,5562,1504,325,54,157,761,119,45,60,561,64,1108,85,50,119,1,1174,661,749,749,43,2,4342,1816,91,8,190,0,5600,1549,331,55,155,769,53,44,66,553,81,952,99,42,165,2,1164,646,751,751,48,4,4361,1749,121,3,148,0,2104560,76,86
